型号,brand,index_zol,price,OLED,IP,full_screen,screen_per,screen_size,back_cam_lst,back_cam_num,back_cam_1,back_cam_2,back_cam_3,back_cam_4,back_cam_5,front_cam_lst,front_cam_num,front_cam_1,front_cam_2,front_cam_3,front_cam_4,front_cam_5,CPU_brand,CPU,ram,rom,5G,dpi,ppi,size,device_length,device_width,device_thickness,fingerprint_type,release_date,releaseY,releaseM,wireless_charge,quick_charge,battery_vol
iQOO U1（8GB/128GB/全网通）参数,iQOO手机,1332158,,,,1,90.72,6.53,4800万像素主镜头+200万像素虚化镜头+200万像素微距镜头高清级像素高清像素手机>,3,4800,200,200,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙720G手机性能排行>,6,128,,2340x1080,394ppi,162.05x76.61x8.46mm,162.05,76.61,8.46,侧面指纹 ,2020年07月,2020,07,,1,4500
iQOO Neo 855版（6GB/128GB/全网通）参数,iQOO手机,1297902,,1,,1,90,6.38,1200万像素+800万像素+200万像素高清级像素高清像素手机>,3,1200,800,200,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙855更多高通 骁龙855手机>，手机性能排行>,6,128,,2340x1080,,159.53x75.23x8.13mm,159.53,75.23,8.13,屏幕指纹 ,2019年11月01日,2019,11,,1,4500
iQOO Pro（12GB/128GB/全网通）参数,iQOO手机,1289760,,1,,1,91.7,6.41,4800万像素+1300万像素+200万像素高清级像素 样张秀>，高清像素手机>,3,4800,1300,200,,,双核1200万像素高清级像素高像素自拍手机>,1,1200,,,,,高通,高通 骁龙855 Plus更多高通 骁龙855 Plus手机>，手机性能排行>,12,128,1,2340x1080,,158.77x75.73x9.325mm,158.77,75.73,9.325,屏幕指纹 ,2019年08月>,2019,08,,1,4500
iQOO Pro（8GB/128GB/5G全网通/蝙蝠侠礼盒版）参数,iQOO手机,1300376,,1,,1,91.7,6.41,4800万像素+1300万像素+200万像素高清级像素 样张秀>，高清像素手机>,3,4800,1300,200,,,双核1200万像素高清级像素高像素自拍手机>,1,1200,,,,,高通,高通 骁龙855 Plus更多高通 骁龙855 Plus手机>，手机性能排行>,8,128,1,2340x1080,,158.77x75.73x9.325mm,158.77,75.73,9.325,屏幕指纹 ,2019年11月,2019,11,,1,4500
iQOO Plus（全网通/5G版）参数,iQOO手机,1285750,,1,,1,91.7,6.38,双核1200万像素+1300万像素+200万像素高清级像素高清像素手机>,3,1200,1300,200,,,1200万像素高清级像素高像素自拍手机>,1,1200,,,,,高通,高通 骁龙855更多高通 骁龙855手机>，手机性能排行>,8,128,1,2340x1080,,159.53x75.23x8.13mm,159.53,75.23,8.13,屏幕指纹 ,2019年>,2019,,,1,4500
小米10（8GB/128GB/全网通）参数,小米手机,1303453,,1,,1,,6.67,10800万像素主摄镜头+1300万像素超广角镜头+200万像素景深镜头+200万像素微距镜头高清级像素高清像素手机>,4,10800,1300,200,200,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,8,128,1,2340x1080,386ppi,162.6x74.8x8.96mm,162.6,74.8,8.96,屏幕指纹 ,2020年>,2020,,1,1,4780
iQOO （8GB RAM/全网通）参数,iQOO手机,1257740,,1,,1,91.7,6.41,双核1200万像素+1300万像素+200万像素高清级像素 样张秀>，高清像素手机>,3,1200,1300,200,,,1200万像素高清级像素高像素自拍手机>,1,1200,,,,,高通,高通 骁龙855更多高通 骁龙855手机>，手机性能排行>,8,128,,2340x1080,,157.69x75.2x8.51mm,157.69,75.2,8.51,屏幕指纹 ,2019年03月06日,2019,03,,1,4000
iQOO Neo 855竞速版（12GB/128GB/全网通）参数,iQOO手机,1303564,,1,,1,,6.38,双核1200万像素主摄像头+800万像素广角摄像头+200万像素副摄像头高清级像素高清像素手机>,3,1200,800,200,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙855 Plus更多高通 骁龙855 Plus手机>，手机性能排行>,12,128,,2340x1080,,159.53x75.23x8.13mm,159.53,75.23,8.13,屏幕指纹 ,2019年12月12日,2019,12,,1,4500
小米10（8GB/128GB/全网通/5G版/至尊纪念版）参数,小米手机,1334432,,1,,1,,6.67,4800万像素主摄镜头+4800万像素超长焦镜头+2000万像素超广角镜头+1200万像素人像镜头高清级像素高清像素手机>,4,4800,4800,2000,1200,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,8,128,1,2340x1080,,162.38x75.04x9.45mm,162.38,75.04,9.45,屏幕指纹 ,2020年08月16日,2020,08,1,1,4500
小米9（6GB RAM/全网通）参数,小米手机,1224655,,1,,1,90.7,6.39,4800万像素+1600万像素+1200万像素高清级像素 样张秀>，高清像素手机>,3,4800,1600,1200,,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙855更多高通 骁龙855手机>，手机性能排行>,6,128,,2340x1080,403ppi,157.5x74.67x7.61mm,157.5,74.67,7.61,屏幕指纹 ,2019年02月,2019,02,1,1,3300
iQOO Pro（8GB/128GB/全网通）参数,iQOO手机,1289759,,1,,1,91.7,6.41,4800万像素+1300万像素+200万像素高清级像素 样张秀>，高清像素手机>,3,4800,1300,200,,,双核1200万像素高清级像素高像素自拍手机>,1,1200,,,,,高通,高通 骁龙855 Plus更多高通 骁龙855 Plus手机>，手机性能排行>,8,128,1,2340x1080,,158.77x75.73x9.325mm,158.77,75.73,9.325,屏幕指纹 ,2019年08月>,2019,08,,1,4500
小米10青春版（8GB/128GB/全网通/5G版）参数,小米手机,1321201,,1,,1,,6.57,4800万像素主摄+800万像素潜望式长焦镜头+800万像素广角镜头+独立微距镜头高清级像素高清像素手机>,3,4800,800,800,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙765G手机性能排行>,8,128,1,2400x1080,,164.02x74.77x7.88mm,164.02,74.77,7.88,屏幕指纹 ,2020年04月30日,2020,04,,1,4160
小米10 Pro（8GB/256GB/全网通）参数,小米手机,1311008,,1,,1,,6.67,10800万像素主摄镜头+800万像素长焦镜头+1200万像素人像+2000万像素超广角镜头高清级像素高清像素手机>,4,10800,800,1200,2000,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,8,256,1,2340x1080,,162.6x74.8x8.96mm,162.6,74.8,8.96,屏幕指纹 ,2020年2月18日,2020,2,1,1,4500
小米CC9（6GB/64GB/全网通）参数,小米手机,1280311,,1,,1,91,6.39,索尼4800万像素超高清镜头+800万像素超广角镜头+200万像素景深镜头高清级像素 样张秀>，高清像素手机>,3,4800,800,200,,,3200万像素高清级像素高像素自拍手机>,1,3200,,,,,高通,高通 骁龙710更多高通 骁龙710手机>，手机性能排行>,6,64,1,2340x1080,403ppi,156.8x74.5x8.67mm,156.8,74.5,8.67,屏幕指纹 ,2019年07月02日,2019,07,,1,4030
小米10（12GB/256GB/全网通/5G版/至尊纪念版）参数,小米手机,1335091,,1,,1,,6.67,4800万像素主摄镜头+4800万像素超长焦镜头+2000万像素超广角镜头+1200万像素人像镜头高清级像素高清像素手机>,4,4800,4800,2000,1200,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,12,256,1,2340x1080,,162.38x75.04x9.45mm,162.38,75.04,9.45,屏幕指纹 ,2020年08月16日,2020,08,1,1,4500
小米10青春版（6GB/64GB/全网通/5G版）参数,小米手机,1319961,,1,,1,,6.57,4800万像素主摄+800万像素潜望式长焦镜头+800万像素广角镜头+独立微距镜头高清级像素 样张秀>，高清像素手机>,3,4800,800,800,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙765G手机性能排行>,6,64,1,2400x1080,,164.02x74.77x7.88mm,164.02,74.77,7.88,屏幕指纹 ,2020年04月30日,2020,04,,1,4160
小米MIX Alpha（12GB/512GB/全网通/5G版）参数,小米手机,1264026,,1,,1,180.6,7.92,10800万像素主镜头+2000万像素超广角加微距镜头+1200万像素人像镜头高清级像素高清像素手机>,3,10800,2000,1200,,,,0,,,,,,高通,高通 骁龙855 Plus更多高通 骁龙855 Plus手机>，手机性能排行>,12,512,1,2088x2250,,154.38x72.3x10.4mm,154.38,72.3,10.4,,2019年12月,2019,12,,1,4050
小米9 Pro（8GB/256GB/全网通/5G版）参数,小米手机,1291958,,1,,1,85.43,6.39,4800万像素主镜头+1200万像素人像镜头+1600万像素超广角加微距镜头高清级像素 样张秀>，高清像素手机>,3,4800,1200,1600,,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙855 Plus更多高通 骁龙855 Plus手机>，手机性能排行>,8,256,1,2340x1080,403ppi,157.21x74.64x8.54mm,157.21,74.64,8.54,屏幕指纹 ,2019年09月27日,2019,09,1,1,4000
小米10（16GB/512GB/全网通/5G版/至尊纪念版）参数,小米手机,1335092,,1,,1,,6.67,4800万像素主摄镜头+4800万像素超长焦镜头+2000万像素超广角镜头+1200万像素人像镜头高清级像素高清像素手机>,4,4800,4800,2000,1200,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,16,512,1,2340x1080,,162.38x75.04x9.45mm,162.38,75.04,9.45,屏幕指纹 ,2020年08月16日,2020,08,1,1,4500
小米CC9 Pro（6GB/128GB/全网通）参数,小米手机,1295313,,1,,1,,6.47,10800万像素超高清镜头+2000万像素超广角摄像头+1200万像素人像镜头+500万像素超长焦镜头+微距镜头高清级像素 样张秀>，高清像素手机>,4,10800,2000,1200,500,,3200万像素高清级像素高像素自拍手机>,1,3200,,,,,高通,高通 骁龙730G手机性能排行>,6,128,1,2340x1080,398ppi,157.8x74.2x9.67mm,157.8,74.2,9.67,屏幕指纹 ,2019年11月,2019,11,,1,5260
小米10（12GB/256GB/全网通）参数,小米手机,1311006,,1,,1,,6.67,10800万像素主摄镜头+1300万像素超广角镜头+200万像素景深镜头+200万像素微距镜头高清级像素高清像素手机>,4,10800,1300,200,200,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,12,256,1,2340x1080,,162.6x74.8x8.96mm,162.6,74.8,8.96,屏幕指纹 ,2020年>,2020,,1,1,4780
小米10（8GB/256GB/全网通/5G版/至尊纪念版）参数,小米手机,1335090,,1,,1,,6.67,4800万像素主摄镜头+4800万像素超长焦镜头+2000万像素超广角镜头+1200万像素人像镜头高清级像素高清像素手机>,4,4800,4800,2000,1200,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,8,256,1,2340x1080,,162.38x75.04x9.45mm,162.38,75.04,9.45,屏幕指纹 ,2020年08月16日,2020,08,1,1,4500
小米9 SE（全网通）参数,小米手机,1257265,,1,,1,90.47,5.97,4800万像素+800万像素+1300万像素高清级像素高清像素手机>,3,4800,800,1300,,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙712手机性能排行>,6,64,,2340x1080,432ppi,147.5x70.5x7.45mm,147.5,70.5,7.45,屏幕指纹 ,2019年02月20日,2019,02,,1,3070
小米9（8GB/256GB/全网通）参数,小米手机,1288341,,1,,1,90.7,6.39,4800万像素+1600万像素+1200万像素高清级像素 样张秀>，高清像素手机>,3,4800,1600,1200,,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙855更多高通 骁龙855手机>，手机性能排行>,8,256,,2340x1080,403ppi,157.5x74.67x7.61mm,157.5,74.67,7.61,屏幕指纹 ,2019年02月20日,2019,02,1,1,3300
小米CC9e（4GB/64GB/全网通）参数,小米手机,1281891,,1,,1,82.5,6.088,索尼4800万像素超高清镜头+800万像素超广角镜头+200万像素景深镜头高清级像素高清像素手机>,3,4800,800,200,,,3200万像素高清级像素高像素自拍手机>,1,3200,,,,,高通,高通 骁龙665手机性能排行>,4,64,1,1560x720,282ppi,153.48x71.85x8.475mm,153.48,71.85,8.475,屏幕指纹 ,2019年07月02日,2019,07,,1,4030
小米Max 3（4GB RAM/全网通）参数,小米手机,1205304,,,,1,79.81,6.9,1200万像素+500万像素高清级像素 样张秀>，高清像素手机>,2,1200,500,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙636手机性能排行>,4,64,,2160x1080,350ppi,176.15x87.4x7.99mm,176.15,87.4,7.99,后置指纹 ,2018年07月,2018,07,,1,5500
小米10 Pro（12GB/256GB/全网通）参数,小米手机,1311009,,1,,1,,6.67,10800万像素主摄镜头+800万像素长焦镜头+1200万像素人像+2000万像素超广角镜头高清级像素高清像素手机>,4,10800,800,1200,2000,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,12,256,1,2340x1080,,162.6x74.8x8.96mm,162.6,74.8,8.96,屏幕指纹 ,2020年>,2020,,1,1,4500
小米10（8GB/256GB/全网通）参数,小米手机,1311005,,1,,1,,6.67,10800万像素主摄镜头+1300万像素超广角镜头+200万像素景深镜头+200万像素微距镜头高清级像素高清像素手机>,4,10800,1300,200,200,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,8,256,1,2340x1080,,162.6x74.8x8.96mm,162.6,74.8,8.96,屏幕指纹 ,2020年>,2020,,1,1,4780
小米10青春版（8GB/256GB/全网通/5G版/哆啦A梦限定款）参数,小米手机,1337754,,1,,1,,6.57,4800万像素主摄+800万像素潜望式长焦镜头+800万像素广角镜头+独立微距镜头高清级像素高清像素手机>,3,4800,800,800,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙765G手机性能排行>,8,256,1,2400x1080,,164.02x74.77x7.88mm,164.02,74.77,7.88,屏幕指纹 ,2020年9月1日,2020,9,,1,4160
小米10 Pro（12GB/512GB/全网通）参数,小米手机,1311010,,1,,1,,6.67,10800万像素主摄镜头+800万像素长焦镜头+1200万像素人像+2000万像素超广角镜头高清级像素高清像素手机>,4,10800,800,1200,2000,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,12,512,1,2340x1080,,162.6x74.8x8.96mm,162.6,74.8,8.96,屏幕指纹 ,2020年>,2020,,1,1,4500
小米8 SE（4GB RAM/全网通）参数,小米手机,1217453,,1,,1,80.98,5.88,1200万像素+500万像素高清级像素高清像素手机>,2,1200,500,,,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙710更多高通 骁龙710手机>，手机性能排行>,4,64,,2244x1080,424ppi,147.28x73.09x7.5mm,147.28,73.09,7.5,后置指纹 ,2018年05月,2018,05,,1,3120
小米9 透明尊享版（12GB RAM/全网通）参数,小米手机,1257263,,1,,1,90.7,6.39,4800万像素+1600万像素+1200万像素高清级像素高清像素手机>,3,4800,1600,1200,,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙855更多高通 骁龙855手机>，手机性能排行>,12,256,,2340x1080,403ppi,157.5x74.67x7.61mm,157.5,74.67,7.61,屏幕指纹 ,2019年02月20日,2019,02,1,1,3300
小米Max 2（全网通）参数,小米手机,1165765,,,,,74.03,6.44,1200万像素>高清级像素 样张秀>，高清像素手机>,1,1200,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,高通,高通 骁龙625手机性能排行>,4,32,,1920x1080,342ppi,174.1x88.7x7.6mm,174.1,88.7,7.6,后置指纹 ,2017年05月>,2017,05,,1,5300
小米10青春版（8GB/256GB/全网通/5G版）参数,小米手机,1321206,,1,,1,,6.57,4800万像素主摄+800万像素潜望式长焦镜头+800万像素广角镜头+独立微距镜头高清级像素高清像素手机>,3,4800,800,800,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙765G手机性能排行>,8,256,1,2400x1080,,164.02x74.77x7.88mm,164.02,74.77,7.88,屏幕指纹 ,2020年04月30日,2020,04,,1,4160
小米CC9（6GB/128GB/全网通）参数,小米手机,1282209,,1,,1,91,6.39,索尼4800万像素超高清镜头+800万像素超广角镜头+200万像素景深镜头高清级像素 样张秀>，高清像素手机>,3,4800,800,200,,,3200万像素高清级像素高像素自拍手机>,1,3200,,,,,高通,高通 骁龙710更多高通 骁龙710手机>，手机性能排行>,6,128,1,2340x1080,403ppi,156.8x74.5x8.67mm,156.8,74.5,8.67,屏幕指纹 ,2019年07月02日,2019,07,,1,4030
小米5C（移动4G）参数,小米手机,1156607,,,,,72.68,5.15,1200万像素>高清级像素 样张秀>，高清像素手机>,1,1200,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,小米松果,小米松果 澎湃S1手机性能排行>,3,64,,1920x1080,428ppi,144.38x69.68x7.09mm,144.38,69.68,7.09,前置指纹 ,2017年03月03日,2017,03,,1,2860
小米9（8GB RAM/全网通）参数,小米手机,1257258,,1,,1,90.7,6.39,4800万像素+1600万像素+1200万像素高清级像素 样张秀>，高清像素手机>,3,4800,1600,1200,,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙855游戏运行完美(击败97.38%手机)更多高通 骁龙855手机>，手机性能排行>,8,128,,2340x1080,403ppi,157.5x74.67x7.61mm,157.5,74.67,7.61,屏幕指纹 ,2019年02月20日,2019,02,1,1,3300
小米CC9e（6GB/128GB/全网通）参数,小米手机,1282211,,1,,1,82.5,6.088,索尼4800万像素超高清镜头+800万像素超广角镜头+200万像素景深镜头高清级像素高清像素手机>,3,4800,800,200,,,3200万像素高清级像素高像素自拍手机>,1,3200,,,,,高通,高通 骁龙665手机性能排行>,6,128,1,1560x720,282ppi,153.48x71.85x8.475mm,153.48,71.85,8.475,屏幕指纹 ,2019年07月02日,2019,07,,1,4030
小米MIX 2s（8GB RAM/全网通）参数,小米手机,1210052,,,,1,81.94,5.99,双1200万像素高清级像素高清像素手机>,1,1200,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,高通,高通 骁龙845更多高通 骁龙845手机>，手机性能排行>,8,256,,2160x1080,403ppi,150.86x74.9x8.1mm,150.86,74.9,8.1,后置指纹 ,2018年03月,2018,03,1,1,3400
小米6X（6GB RAM/全网通）参数,小米手机,1212271,,,,1,77.38,5.99,2000万像素+1200万像素高清级像素高清像素手机>,2,2000,1200,,,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙660AIE手机性能排行>,6,64,,2160x1080,403ppi,158.7x75.4x7.3mm,158.7,75.4,7.3,后置指纹 ,2018年04月27日,2018,04,,1,3010
小米Note 3（6GB RAM/全网通）参数,小米手机,1164780,,,,,73.9,5.5,双1200万像素高清级像素 样张秀>，高清像素手机>,1,1200,,,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙660更多高通 骁龙660手机>，手机性能排行>,6,64,,1920x1080,401ppi,152.6x73.95x7.6mm,152.6,73.95,7.6,前置指纹 ,2017年09月12日,2017,09,,1,3500
小米Play（全网通）参数,小米手机,1246506,,,,1,80.14,5.84,1200万像素+200万像素高清级像素高清像素手机>,2,1200,200,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,联发科,联发科 Helio P35更多联发科 Helio P35手机>，手机性能排行>,4,64,,2280x1080,432ppi,147.76x71.89x7.8mm,147.76,71.89,7.8,后置指纹 ,2018年12月24日,2018,12,,,2900
小米10T Pro（全网通/5G版）参数,小米手机,1337533,,,IP2,,,6.67,10800万像素主摄高清级像素高清像素手机>,1,10800,,,,,,0,,,,,,高通,高通 骁龙732手机性能排行>,,,1,2400x1080,,,,,,屏幕指纹 ,,,,,1,5000
小米8 Lite（全网通）参数,小米手机,1263247,,1,,,82.51,6.26,1200万像素+500万像素高清级像素高清像素手机>,2,1200,500,,,,2400万像素高清级像素高像素自拍手机>,1,2400,,,,,高通,高通 骁龙660更多高通 骁龙660手机>，手机性能排行>,4,64,,2280x1080,403ppi,156.4x75.8x7.5mm,156.4,75.8,7.5,,2018年>,2018,,,,3350
小米CC9 Pro（8GB/128GB/全网通）参数,小米手机,1299327,,1,,1,,6.47,10800万像素超高清镜头+2000万像素超广角摄像头+1200万像素人像镜头+500万像素超长焦镜头+微距镜头高清级像素 样张秀>，高清像素手机>,4,10800,2000,1200,500,,3200万像素高清级像素高像素自拍手机>,1,3200,,,,,高通,高通 骁龙730G手机性能排行>,8,128,1,2340x1080,398ppi,157.8x74.2x9.67mm,157.8,74.2,9.67,屏幕指纹 ,2019年11月,2019,11,,1,5260
